         16367159 function calls (16039132 primitive calls) in 18.579 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    16270    0.014    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:291(arrays)
     1851    0.005    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/base.py:858(__sklearn_tags__)
     1851    0.017    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:137(ones)
    62099    0.022    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/_config/__init__.py:42(warn_copy_on_write)
     8422    0.010    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/base.py:74(__len__)
   144118    0.022    0.000    0.022    0.000 {built-in method _warnings._filters_mutated}
    53588    0.022    0.000    0.022    0.000 {built-in method __new__ of type object at 0x5556bf31c9a0}
    28155    0.014    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1399(_get_dtype)
    12957    0.016    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:673(_ensure_no_complex_data)
    27994    0.022    0.000    0.022    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/_config/config.py:617(_select_options)
      617    0.005    0.000    0.021    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:127(__init__)
    15039    0.012    0.000    0.021    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:921(_maybe_infer_dtype_type)
     4939    0.003    0.000    0.021    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6312(_index_as_unique)
     1234    0.005    0.000    0.020    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1085(_set_codes)
     1851    0.008    0.000    0.020    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_encode.py:157(__init__)
      169    0.002    0.000    0.020    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1870(_get_label_or_level_values)
    96138    0.019    0.000    0.019    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:405(flags)
     1853    0.003    0.000    0.019    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6415(_is_comparable_dtype)
    31074    0.019    0.000    0.019    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:572(_get_axis_number)
    36060    0.019    0.000    0.019    0.000 {built-in method numpy.asanyarray}
     2477    0.003    0.000    0.018    0.000 {method 'max' of 'numpy.ndarray' objects}
      617    0.001    0.000    0.018    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:5651(identical)
      617    0.018    0.000    0.018    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:644(get_group_index_sorter)
   104552    0.018    0.000    0.018    0.000 {built-in method builtins.callable}
     6344    0.013    0.000    0.018    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1850(from_blocks)
    27994    0.018    0.000    0.018    0.000 {method 'split' of 'str' objects}
    29616    0.012    0.000    0.017    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/scipy/sparse/_base.py:1335(issparse)
     1234    0.003    0.000    0.017    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:844(levels)
     6619    0.010    0.000    0.017    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:4402(_check_setitem_copy)
    65567    0.017    0.000    0.017    0.000 {method 'get' of 'dict' objects}
     9872    0.005    0.000    0.017    0.000 /usr/lib/python3.10/abc.py:121(__subclasscheck__)
    57381    0.017    0.000    0.017    0.000 {method 'copy' of 'dict' objects}
     4049    0.006    0.000    0.017    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/ops/common.py:81(get_op_result_name)
     9255    0.009    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1277(is_extension_array_dtype)
      617    0.004    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:1868(_validate)
     1851    0.016    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_response.py:76(_process_decision_function)
     1234    0.008    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:527(__init__)
    46393    0.016    0.000    0.016    0.000 {method 'insert' of 'list' objects}
     4103    0.007    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:253(fill_value)
     4107    0.007    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:978(__array__)
      847    0.001    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:586(<listcomp>)
    19113    0.016    0.000    0.016    0.000 {method 'format' of 'str' objects}
    23446    0.010    0.000    0.016    0.000 /usr/lib/python3.10/inspect.py:191(isclass)
     3702    0.016    0.000    0.016    0.000 {method 'sort' of 'numpy.ndarray' objects}
    46272    0.016    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1940(_block)
     2477    0.002    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_methods.py:42(_amax)
     1851    0.003    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/dummy.py:424(__sklearn_tags__)
    25488    0.016    0.000    0.016    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:214(is_extension)
      848    0.001    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1764(is_consolidated)
    49963    0.015    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:718(dtype)
     3702    0.006    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/algorithms.py:184(_reconstruct_data)
     4936    0.010    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:230(_can_hold_na)
      617    0.006    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6219(_raise_if_missing)
    22855    0.013    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:791(is_)
     1851    0.010    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/apply.py:1377(__init__)
    27132    0.009    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:123(<lambda>)
    25198    0.015    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:611(at)
     1851    0.006    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_array_api.py:148(device)
     1694    0.002    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:583(copy_func)
     3702    0.003    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:924(<genexpr>)
     1853    0.005    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6324(_maybe_downcast_for_indexing)
     1851    0.015    0.000    0.015    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_encode.py:173(<dictcomp>)
    31611    0.014    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:696(ndim)
     6618    0.006    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/frame.py:4585(_ensure_valid_index)
    43938    0.014    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:196(blklocs)
    27994    0.014    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
      617    0.003    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:586(update_dtype)
    17405    0.008    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2586(get_values)
      848    0.004    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
     5894    0.010    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:592(_get_block_manager_axis)
      617    0.004    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/generic.py:1953(_gotitem)
     3702    0.003    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1102(<genexpr>)
    12340    0.012    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexers/objects.py:72(__init__)
    48069    0.014    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:363(attrs)
     1234    0.002    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:897(<listcomp>)
    25011    0.014    0.000    0.014    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:708(min)
     1087    0.008    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/shape_base.py:220(vstack)
     1403    0.008    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1826(_check_label_or_level_ambiguity)
    66019    0.013    0.000    0.013    0.000 {method 'startswith' of 'str' objects}
     1694    0.003    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:1010(view)
    27132    0.013    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:121(classes)
     4432    0.006    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:456(__exit__)
    10851    0.013    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:529(is_string_or_object_np_dtype)
    95173    0.013    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:6672(_maybe_cast_indexer)
     2468    0.007    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1657(_get_level_number)
    16659    0.013    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:2413(<genexpr>)
    14808    0.011    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arrays/sparse/accessor.py:248(<genexpr>)
      169    0.005    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/sorting.py:369(nargsort)
    22693    0.013    0.000    0.013    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_dtype.py:24(_kind_name)
     3089    0.005    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:609(_dtype_to_subclass)
      171    0.001    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:4159(xs)
    48069    0.012    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/flags.py:55(allows_duplicate_labels)
     1851    0.005    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:2245(_check_response_method)
     5169    0.007    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:4379(_set_is_copy)
     6789    0.005    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/frame.py:1643(__len__)
    11106    0.008    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:731(_is_extension_array_dtype)
     3936    0.010    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:992(is_numeric_v_string_like)
     1087    0.002    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1130(argsort)
     2468    0.001    0.000    0.012    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:782(_rename)
     9872    0.011    0.000    0.011    0.000 {built-in method _abc._abc_subclasscheck}
     1851    0.011    0.000    0.011    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/_loss/link.py:186(link)
     4936    0.010    0.000    0.011    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:533(_maybe_downcast)
      617    0.005    0.000    0.011    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:358(_prep_values)
      168    0.001    0.000    0.011    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1565(__invert__)
      617    0.002    0.000    0.011    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/dtypes.py:243(_from_values_or_dtype)
     4049    0.003    0.000    0.011    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/ops/dispatch.py:17(should_extension_dispatch)
      617    0.002    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:1976(items)
      848    0.005    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1778(<listcomp>)
     2468    0.005    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:4120(_coerce_indexer_frozen)
    29616    0.010    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1249(shape)
    13913    0.010    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
    50797    0.010    0.000    0.010    0.000 /usr/lib/python3.10/typing.py:1737(cast)
     8712    0.010    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:70(<dictcomp>)
    25011    0.010    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:721(max)
      617    0.001    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:1742(<listcomp>)
    28416    0.010    0.000    0.010    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2549(_convert_key)
     1851    0.003    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:696(names)
     4049    0.009    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/ops/missing.py:131(dispatch_fill_zeros)
    18701    0.009    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:831(_reset_identity)
    36739    0.009    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:5144(_values)
     3702    0.009    0.000    0.009    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     1406    0.002    0.000    0.009    0.000 {built-in method builtins.iter}
    36829    0.009    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:266(mgr_locs)
     3085    0.006    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:972(coerce_indexer_dtype)
     1234    0.002    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/base.py:294(is_dtype)
    16270    0.009    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:303(<listcomp>)
     4432    0.009    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_ufunc_config.py:430(__init__)
    12957    0.006    0.000    0.009    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:683(_check_estimator_name)
      620    0.001    0.000    0.008    0.000 {method 'sum' of 'numpy.ndarray' objects}
     4107    0.008    0.000    0.008    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     1234    0.005    0.000    0.008    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:1574(_set_names)
    51527    0.008    0.000    0.008    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/base.py:363(ndim)
     4103    0.007    0.000    0.008    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:673(na_value_for_dtype)
     4432    0.008    0.000    0.008    0.000 {method 'set' of '_contextvars.ContextVar' objects}
     4637    0.008    0.000    0.008    0.000 {built-in method numpy.zeros}
    13260    0.006    0.000    0.008    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
      617    0.002    0.000    0.008    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2589(all)
      620    0.001    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_methods.py:50(_sum)
    16659    0.005    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:930(<genexpr>)
     1855    0.002    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/algorithms.py:217(_ensure_arraylike)
    24063    0.007    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_array_api.py:315(_check_device_cpu)
     2169    0.007    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/base.py:397(ensure_np_dtype)
     5569    0.003    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:219(_can_consolidate)
    13577    0.007    0.000    0.007    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1234    0.003    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:1084(_convert_grouper)
     4432    0.007    0.000    0.007    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
     4432    0.007    0.000    0.007    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
     4941    0.005    0.000    0.007    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:131(<lambda>)
    25297    0.006    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:2236(_clip_dispatcher)
     6178    0.005    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1331(is_ea_or_datetimelike_dtype)
    14808    0.004    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:917(is_sparse)
     2169    0.006    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1721(<listcomp>)
     1234    0.002    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:633(is_integer_dtype)
     1234    0.001    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/base.py:675(empty)
     1851    0.004    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_array_api.py:459(_remove_non_arrays)
      617    0.004    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:240(_validate_numeric_only)
      617    0.002    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:5259(drop)
     1851    0.004    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/groupby/ops.py:698(<listcomp>)
    28611    0.006    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:1480(_clear_item_cache)
     1853    0.004    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:3996(_check_indexing_method)
    27245    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
     1402    0.002    0.000    0.006    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/base.py:448(size)
    24088    0.005    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/multiarray.py:180(concatenate)
     2468    0.003    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/array_algos/putmask.py:115(extract_bool_array)
      617    0.004    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexers/objects.py:351(__init__)
     1851    0.005    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:1490(check_random_state)
     3254    0.004    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:1765(_get_names)
    12957    0.005    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/deprecation.py:148(_deprecate_force_all_finite)
     1851    0.001    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:2155(<genexpr>)
     2565    0.001    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:2776(_is_multi)
     1851    0.005    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/apply.py:121(__init__)
    17276    0.005    0.000    0.005    0.000 {built-in method from_iterable}
     1234    0.002    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/multi.py:830(__len__)
     1854    0.004    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2320(_preprocess_slice_or_indexer)
     1851    0.005    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/_encode.py:174(<listcomp>)
      617    0.002    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1251(argmax)
        1    0.000    0.000    0.005    0.005 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/frame.py:694(__init__)
     3089    0.005    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:591(_ensure_array)
     1959    0.004    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:456(_engine_type)
      618    0.003    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:4757(drop)
      617    0.003    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/window/rolling.py:172(_validate)
     1087    0.004    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2285(<listcomp>)
     1851    0.003    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/getlimits.py:493(__new__)
     3703    0.003    0.000    0.005    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/base.py:122(_reset_cache)
      617    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:984(<listcomp>)
     2583    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1040(needs_i8_conversion)
      168    0.001    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1518(construct_1d_arraylike_from_scalar)
    12853    0.004    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:1671(name)
     1087    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/shape_base.py:80(atleast_2d)
     1853    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:7723(_unpack_nested_dtype)
     1851    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/astype.py:249(astype_is_view)
    12246    0.004    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/multiarray.py:1098(copyto)
      618    0.002    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/api.py:386(default_index)
      168    0.001    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:387(apply)
     7022    0.004    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/compat/numpy/function.py:64(__call__)
     3702    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:132(_unpack_tuple)
     3778    0.004    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1128(value_getitem)
      617    0.003    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/arrays/categorical.py:862(codes)
     1851    0.002    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/sklearn/utils/validation.py:2280(<listcomp>)
     7128    0.004    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:1176(_maybe_disallow_fill)
      113    0.001    0.000    0.004    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1604(maybe_cast_to_integer_array)
     8423    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:246(items)
     1234    0.001    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:4436(_wrap_reindex_result)
     4114    0.003    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:320(__len__)
    17276    0.003    0.000    0.003    0.000 {method 'values' of 'collections.OrderedDict' objects}
      169    0.001    0.000    0.003    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:1771(_is_label_reference)
